Source,Target
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Stopped at Intersection
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151221112404.jpg,5
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,In Queue
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Visible on Crosswalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222262404.jpg,5
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Commercial Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Stopped
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Stopped at Intersection
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151222762404.jpg,5
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,In Queue
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151249862404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Commercial Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Stopped
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Stopped at Intersection
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151251412404.jpg,5
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,In Queue
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Visible on Crosswalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151255162404.jpg,5
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Commercial Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Stopped
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Stopped at Intersection
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151257912404.jpg,5
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Red
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,In Queue
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151261762404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Green
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Commercial Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266012404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Green
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151266762404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,4
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Bus Stop
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Green
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Commercial Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Taxi
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151270662404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Multiple
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Right Turn Only Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Traffic Light
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Green
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Delivery Truck
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151271112404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Overcast
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Dry
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Visible
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Crosswalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Bike Lane
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,No Parking
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Green
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Few
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,True
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Sedan
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,SUV
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,In Motion
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Parked
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Visible on Sidewalk
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,False
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,None
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Two-Way
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Forward
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Moving
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Good
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,NoImpairments
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,Clear
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151276162404.jpg,3
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151278362404.jpg,Urban
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151278362404.jpg,Daytime
n008-2018-08-01-15-16-36-0400__CAM_FRONT__1533151278362404.jpg,Overcast
